file,values
03958.txt,"[""'strategic""]"
03185.txt,"[""'target""]"
01508.txt,"[""'land""]"
01737.txt,"[""'security""]"
02432.txt,"[""'suffering""]"
01694.txt,"[""'coalition"", ""'war""]"
01752.txt,"[""'horrific"", ""'murder"", ""'violence""]"
04086.txt,"[""'breach"", ""'investigations""]"
04431.txt,"[""'hostile"", ""'strategic"", ""'strategy""]"
04319.txt,"[""'mines"", ""'mines""]"
01369.txt,"[""'disastrous"", ""'threat""]"
01849.txt,"[""'deadly"", ""'wreckage""]"
03263.txt,"[""'strategic""]"
00843.txt,"[""'target""]"
03380.txt,"[""'military"", ""'rebel"", ""'security"", ""'strategic"", ""'strategy"", ""'war""]"
02858.txt,"[""'capture"", ""'strategy""]"
02707.txt,"[""'disaster"", ""'military"", ""'secret"", ""'security""]"
02701.txt,"[""'capture"", ""'land""]"
01348.txt,"[""'military""]"
00956.txt,"[""'death""]"
02233.txt,"[""'attack""]"
04231.txt,"[""'strategy""]"
02880.txt,"[""'strategy""]"
03570.txt,"[""'strategist""]"
03557.txt,"[""'attack"", ""'warfare"", ""'military"", ""'militia"", ""'mission"", ""'security"", ""'threat"", ""'violence"", ""'weapons""]"
02346.txt,"[""'attack"", ""'guns"", ""'guns"", ""'murder"", ""'suffering"", ""'vicious"", ""'violence"", ""'weapons""]"
02723.txt,"[""'satellite""]"
00805.txt,"[""'death"", ""'strategist"", ""'war""]"
03125.txt,"[""'secret""]"
00792.txt,"[""'seize"", ""'strategy"", ""'suffering"", ""'target""]"
04221.txt,"[""'land"", ""'notorious"", ""'strategy""]"
04188.txt,"[""'fight"", ""'kill"", ""'tactics"", ""'threat"", ""'violence""]"
02959.txt,"[""'dead"", ""'death"", ""'land"", ""'military"", ""'rebellion"", ""'violence""]"
01429.txt,"[""'war""]"
00490.txt,"[""'destroy"", ""'disastrous"", ""'explosive"", ""'retaliation"", ""'threat""]"
01627.txt,"[""'satellite""]"
02647.txt,"[""'coalition""]"
02568.txt,"[""'die""]"
04002.txt,"[""'fight""]"
01660.txt,"[""'flee""]"
03560.txt,"[""'capture""]"
01820.txt,"[""'strategy""]"
01807.txt,"[""'strategic""]"
00360.txt,"[""'capture"", ""'coalition"", ""'machine""]"
04311.txt,"[""'die"", ""'vociferous""]"
01320.txt,"[""'devastation"", ""'strategist""]"
01672.txt,"[""'fighter"", ""'military"", ""'security""]"
01879.txt,"[""'coalition"", ""'fight"", ""'strategy"", ""'threaten""]"
01786.txt,"[""'warfare"", ""'strategist"", ""'target"", ""'threat""]"
01889.txt,"[""'escape""]"
01758.txt,"[""'die""]"
02797.txt,"[""'war""]"
03605.txt,"[""'attack"", ""'death"", ""'destruction"", ""'injuries"", ""'overthrow"", ""'threat""]"
03351.txt,"[""'attack"", ""'trap""]"
03473.txt,"[""'invasion"", ""'security"", ""'war""]"
01374.txt,"[""'suffering""]"
00327.txt,"[""'penetration""]"
02022.txt,"[""'capture"", ""'dead"", ""'disaster"", ""'explosive"", ""'investigations"", ""'suspect"", ""'terrorism"", ""'terrorist"", ""'wreckage""]"
02453.txt,"[""'security""]"
04376.txt,"[""'capture""]"
01922.txt,"[""'security""]"
03250.txt,"[""'attack"", ""'dead""]"
03860.txt,"[""'hostile"", ""'strategy"", ""'target""]"
01344.txt,"[""'military""]"
00124.txt,"[""'target""]"
00773.txt,"[""'capture""]"
02042.txt,"[""'fight""]"
00670.txt,"[""'die""]"
03102.txt,"[""'fight""]"
01472.txt,"[""'mines"", ""'mines""]"
01487.txt,"[""'land""]"
04113.txt,"[""'investigations"", ""'security""]"
01287.txt,"[""'strategy""]"
02890.txt,"[""'brutal"", ""'target""]"
04313.txt,"[""'fight""]"
01083.txt,"[""'radical""]"
02419.txt,"[""'capture"", ""'land"", ""'terrorist"", ""'wreckage""]"
03933.txt,"[""'attack"", ""'disaster"", ""'rebel"", ""'security"", ""'strategy"", ""'threat""]"
03162.txt,"[""'injuries""]"
03033.txt,"[""'injuries""]"
02898.txt,"[""'target""]"
02904.txt,"[""'capture"", ""'machine""]"
04444.txt,"[""'die"", ""'explosion"", ""'security"", ""'tactics"", ""'target"", ""'violence""]"
04367.txt,"[""'security""]"
04243.txt,"[""'assault"", ""'attack"", ""'coalition"", ""'radical"", ""'war""]"
02839.txt,"[""'war""]"
02254.txt,"[""'strategy""]"
00677.txt,"[""'target""]"
02029.txt,"[""'death"", ""'revenge"", ""'tragic"", ""'war""]"
04406.txt,"[""'satellite""]"
00255.txt,"[""'strategy""]"
01048.txt,"[""'escape"", ""'hostility"", ""'strategy"", ""'target""]"
03680.txt,"[""'suffering""]"
00653.txt,"[""'war""]"
01465.txt,"[""'militant"", ""'weapons""]"
02979.txt,"[""'mines"", ""'mines"", ""'secret""]"
04405.txt,"[""'fight"", ""'strategic""]"
04024.txt,"[""'anarchy"", ""'disastrous"", ""'military"", ""'missile"", ""'suffering"", ""'threat"", ""'war"", ""'weapons""]"
00473.txt,"[""'death""]"
03910.txt,"[""'land""]"
00786.txt,"[""'machine"", ""'security""]"
00554.txt,"[""'guns"", ""'guns"", ""'military"", ""'radical"", ""'threat"", ""'war""]"
00062.txt,"[""'bomb"", ""'guns"", ""'guns"", ""'security"", ""'suspect"", ""'terrorism"", ""'weapons""]"
03316.txt,"[""'land"", ""'strategist"", ""'strategy"", ""'terrorism""]"
02815.txt,"[""'assault"", ""'attack"", ""'casualties"", ""'dead"", ""'destroy"", ""'military"", ""'rebel"", ""'retaliation"", ""'revenge""]"
02179.txt,"[""'deadly""]"
00420.txt,"[""'hostile"", ""'mines"", ""'mines""]"
01121.txt,"[""'fatal"", ""'suspect""]"
00628.txt,"[""'machine"", ""'security""]"
00441.txt,"[""'security""]"
02427.txt,"[""'explosion"", ""'strategy"", ""'terrorism""]"
02214.txt,"[""'attack"", ""'military"", ""'missile""]"
01192.txt,"[""'overrun""]"
02388.txt,"[""'land""]"
03023.txt,"[""'attack"", ""'security""]"
02277.txt,"[""'attack"", ""'threat""]"
00869.txt,"[""'strategy"", ""'war"", ""'weapons""]"
04235.txt,"[""'fight""]"
00633.txt,"[""'security""]"
02593.txt,"[""'escape""]"
01218.txt,"[""'mines"", ""'mines"", ""'threat""]"
03612.txt,"[""'target""]"
01266.txt,"[""'secret"", ""'war""]"
02737.txt,"[""'aggression"", ""'assault"", ""'attack"", ""'military"", ""'missile"", ""'reconnaissance"", ""'retaliation"", ""'security"", ""'submarine"", ""'threat"", ""'war""]"
03245.txt,"[""'attack""]"
01826.txt,"[""'security""]"
03722.txt,"[""'spy"", ""'spy""]"
02136.txt,"[""'disaster"", ""'guided"", ""'mission"", ""'war""]"
00590.txt,"[""'explosion""]"
04036.txt,"[""'guided""]"
01904.txt,"[""'attack"", ""'death""]"
02340.txt,"[""'investigations""]"
03883.txt,"[""'target""]"
01349.txt,"[""'brutal"", ""'dead"", ""'death"", ""'disease"", ""'invasion"", ""'military"", ""'radical"", ""'rebel"", ""'violence"", ""'war""]"
03928.txt,"[""'land"", ""'mission"", ""'retaliation"", ""'threat""]"
01936.txt,"[""'target""]"
01513.txt,"[""'tank""]"
03538.txt,"[""'die""]"
03601.txt,"[""'fight"", ""'land"", ""'mission"", ""'strategy"", ""'tank""]"
02648.txt,"[""'attack"", ""'military"", ""'rebel"", ""'war""]"
00693.txt,"[""'land"", ""'target""]"
03817.txt,"[""'attack"", ""'bomb"", ""'flee"", ""'interrogation"", ""'militant"", ""'military"", ""'overthrow"", ""'secret"", ""'security"", ""'suspect""]"
03171.txt,"[""'dead""]"
00895.txt,"[""'death"", ""'die"", ""'fatal"", ""'kill"", ""'murder"", ""'secrecy"", ""'secret"", ""'suffering""]"
00715.txt,"[""'investigations""]"
01372.txt,"[""'military"", ""'rocket"", ""'satellite"", ""'strategy""]"
03577.txt,"[""'proliferation"", ""'secret""]"
00505.txt,"[""'conspiracy"", ""'military"", ""'radical"", ""'tank"", ""'threat""]"
04151.txt,"[""'mines"", ""'mines"", ""'suspect""]"
04465.txt,"[""'strategy""]"
03365.txt,"[""'surrender""]"
00825.txt,"[""'assault""]"
03072.txt,"[""'land""]"
03174.txt,"[""'target""]"
00288.txt,"[""'satellite""]"
00489.txt,"[""'death"", ""'machine"", ""'strategy""]"
00830.txt,"[""'die"", ""'fight"", ""'strategy"", ""'target""]"
01294.txt,"[""'secret"", ""'security""]"
03579.txt,"[""'fight""]"
01665.txt,"[""'captive"", ""'death"", ""'fatal"", ""'injuries"", ""'security""]"
00054.txt,"[""'disease""]"
02538.txt,"[""'missile""]"
03265.txt,"[""'strategy"", ""'target""]"
03361.txt,"[""'strategy""]"
03386.txt,"[""'capture""]"
02259.txt,"[""'dead"", ""'security"", ""'threat"", ""'weapons""]"
00495.txt,"[""'brutal""]"
04034.txt,"[""'casualties"", ""'disaster"", ""'evacuate"", ""'flee"", ""'tank"", ""'threaten""]"
02773.txt,"[""'explosion"", ""'mission"", ""'threat""]"
00031.txt,"[""'strategy""]"
00485.txt,"[""'dead"", ""'death"", ""'military"", ""'security""]"
02687.txt,"[""'carnage"", ""'security"", ""'strategist"", ""'suspect"", ""'wreckage""]"
01944.txt,"[""'injuries""]"
00747.txt,"[""'rocket""]"
00794.txt,"[""'strategist""]"
02674.txt,"[""'bomb"", ""'bombs"", ""'security""]"
01538.txt,"[""'mission"", ""'secret"", ""'war""]"
03393.txt,"[""'terrorist""]"
00309.txt,"[""'assault"", ""'weapons""]"
02523.txt,"[""'coalition"", ""'fatal"", ""'fight"", ""'seize""]"
00682.txt,"[""'assault"", ""'attack"", ""'death"", ""'radical"", ""'sabotage"", ""'threat"", ""'weapons""]"
00160.txt,"[""'threat""]"
04236.txt,"[""'fatal""]"
00157.txt,"[""'security""]"
02008.txt,"[""'threat""]"
01747.txt,"[""'aggression"", ""'destroy"", ""'savage"", ""'security"", ""'violence"", ""'war""]"
02680.txt,"[""'strategic""]"
02252.txt,"[""'strategy""]"
01437.txt,"[""'military""]"
04065.txt,"[""'death"", ""'machine"", ""'security"", ""'strategic"", ""'tank"", ""'war""]"
01199.txt,"[""'die""]"
04452.txt,"[""'military"", ""'missile"", ""'strategist""]"
03865.txt,"[""'military""]"
02991.txt,"[""'machine""]"
04172.txt,"[""'attack"", ""'security"", ""'tank""]"
00578.txt,"[""'attack"", ""'bomb"", ""'fatal"", ""'fight"", ""'mission""]"
03795.txt,"[""'trap""]"
02953.txt,"[""'target""]"
03875.txt,"[""'mission""]"
00216.txt,"[""'machine""]"
02370.txt,"[""'deadly"", ""'disease"", ""'threat""]"
00143.txt,"[""'target""]"
03556.txt,"[""'capture"", ""'death"", ""'execution"", ""'fight"", ""'hostile"", ""'military"", ""'murder"", ""'security"", ""'suspect"", ""'vociferous"", ""'war""]"
01924.txt,"[""'escape""]"
01707.txt,"[""'machine""]"
04441.txt,"[""'land""]"
00988.txt,"[""'assault"", ""'war"", ""'weapon""]"
04289.txt,"[""'tank""]"
03426.txt,"[""'military"", ""'security"", ""'war""]"
03900.txt,"[""'explosion""]"
03054.txt,"[""'explode"", ""'fight"", ""'suffering"", ""'weapons""]"
00703.txt,"[""'bombs"", ""'secret"", ""'war""]"
00908.txt,"[""'coalition"", ""'land""]"
03531.txt,"[""'investigate"", ""'strategic"", ""'strategy""]"
02057.txt,"[""'security""]"
04430.txt,"[""'anarchy""]"
02449.txt,"[""'disastrous"", ""'seize"", ""'threat""]"
03353.txt,"[""'coalition"", ""'threaten""]"
03098.txt,"[""'strategist""]"
00131.txt,"[""'military"", ""'rocket"", ""'security"", ""'strategic"", ""'tank"", ""'threat"", ""'war"", ""'weapons""]"
01413.txt,"[""'death"", ""'explosion"", ""'bombs"", ""'security"", ""'terrorism"", ""'tragic"", ""'wreckage""]"
00162.txt,"[""'fight"", ""'strategy""]"
02106.txt,"[""'attack"", ""'explosion"", ""'machine"", ""'military"", ""'vicious"", ""'war""]"
01079.txt,"[""'attack"", ""'bomb"", ""'die"", ""'bombs"", ""'mission"", ""'outbreak"", ""'strategy"", ""'terror"", ""'violence""]"
01507.txt,"[""'secret"", ""'security"", ""'terrorism""]"
01263.txt,"[""'target""]"
02492.txt,"[""'land""]"
03687.txt,"[""'guns"", ""'invasion"", ""'guns"", ""'military"", ""'strategic"", ""'terrorism"", ""'terrorist"", ""'violence"", ""'war""]"
00917.txt,"[""'military""]"
02309.txt,"[""'suffering""]"
02838.txt,"[""'fighter"", ""'target""]"
02073.txt,"[""'investigations""]"
00840.txt,"[""'grenade""]"
00836.txt,"[""'fugitive"", ""'malicious""]"
01045.txt,"[""'target""]"
01533.txt,"[""'death"", ""'land"", ""'machine"", ""'tactics""]"
01122.txt,"[""'mines"", ""'mines""]"
00501.txt,"[""'disease""]"
00240.txt,"[""'fight"", ""'warfare"", ""'mayhem"", ""'military"", ""'rebel"", ""'seize"", ""'violence""]"
04156.txt,"[""'bomb"", ""'explosive""]"
03890.txt,"[""'fight"", ""'missile"", ""'security"", ""'strategic""]"
01037.txt,"[""'suspect""]"
00342.txt,"[""'strategic""]"
01615.txt,"[""'death""]"
00950.txt,"[""'death"", ""'explosive"", ""'land"", ""'security""]"
04127.txt,"[""'target""]"
00195.txt,"[""'explosion"", ""'injuries"", ""'security"", ""'suffering""]"
01434.txt,"[""'suffering""]"
03158.txt,"[""'strategy""]"
00265.txt,"[""'death"", ""'die"", ""'militaristic"", ""'military"", ""'seize""]"
04194.txt,"[""'military""]"
04192.txt,"[""'strategist""]"
03921.txt,"[""'threat""]"
02638.txt,"[""'strategic""]"
02966.txt,"[""'fight"", ""'fighter"", ""'investigations""]"
01792.txt,"[""'fight"", ""'mission""]"
02027.txt,"[""'notorious""]"
03255.txt,"[""'fight"", ""'strategy"", ""'target""]"
03232.txt,"[""'bomb"", ""'explosive"", ""'security""]"
02626.txt,"[""'warfare"", ""'military"", ""'rebel"", ""'siege"", ""'tactics"", ""'war""]"
00279.txt,"[""'revenge""]"
03514.txt,"[""'carnage"", ""'explosive""]"
04474.txt,"[""'strategy""]"
02735.txt,"[""'machine"", ""'secret"", ""'strategy""]"
01206.txt,"[""'bomb"", ""'terrorism""]"
02769.txt,"[""'military""]"
03834.txt,"[""'attack"", ""'kill""]"
01363.txt,"[""'machine""]"
03292.txt,"[""'brutal"", ""'coalition"", ""'military"", ""'threat"", ""'war""]"
00226.txt,"[""'fugitive""]"
01930.txt,"[""'threat""]"
00525.txt,"[""'attack"", ""'war""]"
04272.txt,"[""'investigate"", ""'strategist""]"
01486.txt,"[""'strategist"", ""'strategy""]"
01751.txt,"[""'death""]"
03725.txt,"[""'escape"", ""'strategy""]"
00181.txt,"[""'strategy""]"
02746.txt,"[""'war""]"
01138.txt,"[""'mission"", ""'security"", ""'war""]"
01228.txt,"[""'fight"", ""'mission""]"
01579.txt,"[""'disease""]"
03748.txt,"[""'war""]"
02551.txt,"[""'capture""]"
03496.txt,"[""'assault"", ""'disaster"", ""'fight"", ""'strategy"", ""'war"", ""'weapons""]"
02038.txt,"[""'explosion"", ""'mayhem"", ""'threaten""]"
04282.txt,"[""'conspiracy""]"
03141.txt,"[""'strategist""]"
03578.txt,"[""'conspiracy""]"
04240.txt,"[""'casualties"", ""'strategy""]"
01976.txt,"[""'attack"", ""'bomb"", ""'disaster"", ""'explode"", ""'explosion"", ""'investigations"", ""'military"", ""'missile"", ""'security"", ""'terrorism"", ""'terrorist"", ""'wreckage""]"
03542.txt,"[""'escape"", ""'machine"", ""'mayhem"", ""'strategy"", ""'tank""]"
02917.txt,"[""'tactics""]"
04049.txt,"[""'death"", ""'threat""]"
00021.txt,"[""'strategist""]"
01651.txt,"[""'rebel""]"
03573.txt,"[""'rebel""]"
03918.txt,"[""'explosion"", ""'strategy"", ""'terrorism""]"
03186.txt,"[""'strategic""]"
01898.txt,"[""'strategy""]"
03178.txt,"[""'strategic"", ""'target""]"
03614.txt,"[""'hostile""]"
02190.txt,"[""'fight"", ""'land"", ""'war""]"
03709.txt,"[""'capture""]"
00483.txt,"[""'security""]"
04262.txt,"[""'strategy""]"
03267.txt,"[""'injuries""]"
02383.txt,"[""'attack"", ""'conspire"", ""'death"", ""'escape"", ""'injuries"", ""'terror""]"
04471.txt,"[""'attack""]"
01823.txt,"[""'security""]"
00581.txt,"[""'land"", ""'secret"", ""'war""]"
00595.txt,"[""'proliferation"", ""'weapons""]"
04451.txt,"[""'attack"", ""'carnage"", ""'chaos"", ""'death"", ""'bombs"", ""'military"", ""'mission"", ""'security"", ""'war""]"
00702.txt,"[""'hostile""]"
01560.txt,"[""'target""]"
02221.txt,"[""'satellite"", ""'strategy""]"
00356.txt,"[""'mission"", ""'radical"", ""'war""]"
04123.txt,"[""'fight""]"
00957.txt,"[""'hostile"", ""'land""]"
04325.txt,"[""'target""]"
00591.txt,"[""'attack"", ""'chaos"", ""'fight"", ""'military"", ""'radical"", ""'security"", ""'war""]"
02016.txt,"[""'invasion""]"
03750.txt,"[""'strategy""]"
02028.txt,"[""'satellite""]"
02579.txt,"[""'security""]"
04196.txt,"[""'conspiracy"", ""'murder"", ""'strategy""]"
00528.txt,"[""'fight"", ""'war""]"
02245.txt,"[""'kidnap"", ""'security"", ""'target""]"
03126.txt,"[""'bomb"", ""'investigate"", ""'investigations"", ""'mission"", ""'tactics""]"
00754.txt,"[""'capture""]"
04343.txt,"[""'security"", ""'tank""]"
03320.txt,"[""'coalition"", ""'military"", ""'secret"", ""'spy"", ""'spy"", ""'satellite"", ""'strategist"", ""'strategy"", ""'war"", ""'weapon""]"
02470.txt,"[""'strategist""]"
01337.txt,"[""'guns"", ""'guns""]"
01327.txt,"[""'security""]"
02441.txt,"[""'proliferation"", ""'strategic"", ""'vociferous""]"
01524.txt,"[""'capture"", ""'investigate"", ""'secret"", ""'strategy""]"
01591.txt,"[""'satellite"", ""'target""]"
01780.txt,"[""'assault"", ""'deadly"", ""'fight"", ""'guns"", ""'land"", ""'guns"", ""'strategy"", ""'weapons""]"
03177.txt,"[""'conspiracy""]"
01295.txt,"[""'strategic""]"
01146.txt,"[""'military""]"
02051.txt,"[""'coalition"", ""'destroy"", ""'tank""]"
01776.txt,"[""'capture"", ""'dead"", ""'land"", ""'military"", ""'tank"", ""'war""]"
03352.txt,"[""'destroy"", ""'kill"", ""'threat""]"
02205.txt,"[""'attack"", ""'coalition"", ""'destruction"", ""'warfare"", ""'hostile"", ""'military"", ""'missile"", ""'proliferation"", ""'security"", ""'strategic"", ""'threat"", ""'war"", ""'warheads"", ""'weapons""]"
02505.txt,"[""'aggressor"", ""'malicious""]"
03671.txt,"[""'capture"", ""'military"", ""'strategy"", ""'war""]"
02601.txt,"[""'strategy""]"
00659.txt,"[""'threat""]"
04362.txt,"[""'explosive"", ""'target""]"
02258.txt,"[""'security""]"
03938.txt,"[""'strategy""]"
03086.txt,"[""'kill"", ""'military"", ""'strategic"", ""'threat""]"
03854.txt,"[""'explosive""]"
00676.txt,"[""'mines"", ""'mines""]"
03613.txt,"[""'strategy""]"
00123.txt,"[""'security""]"
01109.txt,"[""'injuries""]"
00904.txt,"[""'security""]"
03064.txt,"[""'breach"", ""'dead"", ""'death""]"
00809.txt,"[""'coalition"", ""'war""]"
03794.txt,"[""'target""]"
00839.txt,"[""'explosive"", ""'investigate""]"
03151.txt,"[""'die""]"
00291.txt,"[""'satellite"", ""'target""]"
01128.txt,"[""'bomb"", ""'dead"", ""'explosion"", ""'missile"", ""'sabotage"", ""'security"", ""'terrorism"", ""'terrorist"", ""'wreckage""]"
02069.txt,"[""'security""]"
00094.txt,"[""'guided"", ""'vendetta"", ""'war""]"
02875.txt,"[""'attack"", ""'disease"", ""'suffering"", ""'threat"", ""'war""]"
01841.txt,"[""'destroy"", ""'secret""]"
03519.txt,"[""'destroy"", ""'land""]"
03022.txt,"[""'security"", ""'war""]"
01422.txt,"[""'death"", ""'kill"", ""'machine"", ""'mission""]"
03847.txt,"[""'die"", ""'rage""]"
02583.txt,"[""'death""]"
00972.txt,"[""'target""]"
04328.txt,"[""'death""]"
03350.txt,"[""'dead"", ""'death"", ""'military"", ""'rebel"", ""'suffering"", ""'war""]"
04182.txt,"[""'strategist"", ""'target""]"
04225.txt,"[""'land""]"
00989.txt,"[""'capture""]"
01880.txt,"[""'military""]"
02893.txt,"[""'carnage"", ""'target""]"
01152.txt,"[""'strategy""]"
00634.txt,"[""'deadly""]"
02308.txt,"[""'attack""]"
04050.txt,"[""'explosion"", ""'satellite""]"
00148.txt,"[""'assault"", ""'casualties"", ""'death"", ""'military"", ""'strategic"", ""'war""]"
02399.txt,"[""'fight"", ""'war""]"
03780.txt,"[""'horrific"", ""'strategic"", ""'strategy"", ""'target""]"
00749.txt,"[""'strategy"", ""'vicious""]"
01377.txt,"[""'security""]"
02961.txt,"[""'bomb"", ""'conspiracy"", ""'death"", ""'destruction"", ""'detonate"", ""'explosive"", ""'fight"", ""'terror"", ""'terrorism"", ""'terrorist""]"
00332.txt,"[""'attack""]"
00708.txt,"[""'strategist""]"
00500.txt,"[""'retaliation""]"
01925.txt,"[""'injuries""]"
01601.txt,"[""'secret"", ""'strategy"", ""'vitriol""]"
03493.txt,"[""'strategy""]"
03166.txt,"[""'disease"", ""'target""]"
02497.txt,"[""'threat""]"
00563.txt,"[""'disaster"", ""'escape""]"
02145.txt,"[""'attack"", ""'coalition"", ""'invasion"", ""'military"", ""'retaliation"", ""'security"", ""'slaughter"", ""'threat"", ""'war""]"
02537.txt,"[""'strategic"", ""'suffering"", ""'suspect""]"
02462.txt,"[""'explosion""]"
01806.txt,"[""'land""]"
03381.txt,"[""'satellite"", ""'strategic"", ""'target""]"
04389.txt,"[""'tactics""]"
00504.txt,"[""'death""]"
00523.txt,"[""'land"", ""'proliferation""]"
00180.txt,"[""'missile""]"
00615.txt,"[""'death""]"
03274.txt,"[""'guns"", ""'machine"", ""'guns"", ""'military"", ""'mortars"", ""'rebel"", ""'security"", ""'war""]"
04209.txt,"[""'die"", ""'secret""]"
01102.txt,"[""'die""]"
03749.txt,"[""'attack"", ""'missile""]"
03122.txt,"[""'fight""]"
03632.txt,"[""'assault"", ""'disastrous"", ""'fight"", ""'guns"", ""'guns"", ""'weapon"", ""'weapons""]"
03956.txt,"[""'flee"", ""'mission""]"
00384.txt,"[""'security""]"
00848.txt,"[""'die"", ""'vociferous""]"
03362.txt,"[""'land""]"
00171.txt,"[""'war""]"
02253.txt,"[""'die"", ""'security"", ""'surrender""]"
03233.txt,"[""'secret""]"
01044.txt,"[""'fight""]"
02549.txt,"[""'fight"", ""'injuries"", ""'machine"", ""'outbreak"", ""'violence""]"
01532.txt,"[""'injuries"", ""'violence""]"
04414.txt,"[""'escape""]"
01027.txt,"[""'death"", ""'military"", ""'retribution""]"
01848.txt,"[""'die"", ""'mission"", ""'security"", ""'threat""]"
00752.txt,"[""'war""]"
04409.txt,"[""'security""]"
04439.txt,"[""'suspect""]"
01163.txt,"[""'conspiracy"", ""'death""]"
00028.txt,"[""'machine""]"
04278.txt,"[""'target""]"
03658.txt,"[""'secret"", ""'security""]"
02900.txt,"[""'die""]"
03076.txt,"[""'strategist""]"
00732.txt,"[""'disastrous"", ""'strategist"", ""'war""]"
00012.txt,"[""'land""]"
01570.txt,"[""'machine""]"
02406.txt,"[""'tank""]"
00374.txt,"[""'death"", ""'die""]"
04071.txt,"[""'attack"", ""'bomb"", ""'casualties"", ""'deadly"", ""'destruction"", ""'escape"", ""'explosion"", ""'explosive"", ""'kill"", ""'military"", ""'militia"", ""'missile"", ""'proliferation"", ""'security"", ""'spy"", ""'spy"", ""'target"", ""'terror"", ""'terrorism"", ""'terrorist"", ""'threat"", ""'war"", ""'weapon"", ""'weapons""]"
01814.txt,"[""'invasion"", ""'missile"", ""'security"", ""'war""]"
00099.txt,"[""'death""]"
03266.txt,"[""'machine"", ""'strategy""]"
00954.txt,"[""'disease""]"
01770.txt,"[""'dead""]"
02944.txt,"[""'strategy""]"
00377.txt,"[""'strategy""]"
00783.txt,"[""'secret"", ""'security"", ""'threat""]"
02794.txt,"[""'disastrous"", ""'fight""]"
03111.txt,"[""'mines"", ""'mines""]"
04079.txt,"[""'strategy""]"
02246.txt,"[""'aggression"", ""'brutal"", ""'coalition"", ""'military"", ""'threat"", ""'war""]"
02627.txt,"[""'savage""]"
02107.txt,"[""'tank"", ""'target""]"
01221.txt,"[""'bomb"", ""'disaster"", ""'missile"", ""'strategy""]"
04283.txt,"[""'bomb"", ""'disaster"", ""'explosive"", ""'missile"", ""'sabotage"", ""'wreckage""]"
01878.txt,"[""'chaos"", ""'investigations"", ""'radical"", ""'security"", ""'suspect""]"
01464.txt,"[""'explosion""]"
03688.txt,"[""'strategist"", ""'threaten""]"
00828.txt,"[""'land""]"
03561.txt,"[""'strangle""]"
02165.txt,"[""'attack"", ""'chaos"", ""'die"", ""'disaster"", ""'massacre"", ""'security"", ""'war""]"
03454.txt,"[""'disaster""]"
02248.txt,"[""'kill"", ""'outbreak"", ""'security"", ""'weapon""]"
00818.txt,"[""'target""]"
01982.txt,"[""'attack""]"
01082.txt,"[""'die""]"
03425.txt,"[""'security""]"
02704.txt,"[""'investigate""]"
04139.txt,"[""'slaughter""]"
03805.txt,"[""'disease"", ""'guns"", ""'land"", ""'guns"", ""'murder""]"
01750.txt,"[""'guns"", ""'machine"", ""'guns""]"
01090.txt,"[""'attack""]"
01424.txt,"[""'target""]"
00683.txt,"[""'secret""]"
02833.txt,"[""'capture"", ""'security""]"
01933.txt,"[""'rocket""]"
01923.txt,"[""'security"", ""'strategy""]"
02318.txt,"[""'war""]"
02616.txt,"[""'land""]"
03581.txt,"[""'land""]"
03495.txt,"[""'mines"", ""'mines""]"
01387.txt,"[""'dead"", ""'death"", ""'execution"", ""'military""]"
02818.txt,"[""'strategy"", ""'tactics""]"
03917.txt,"[""'fight"", ""'security""]"
03311.txt,"[""'attack"", ""'security""]"
00914.txt,"[""'mines"", ""'mines""]"
01112.txt,"[""'notorious"", ""'war""]"
02524.txt,"[""'military""]"
03543.txt,"[""'death"", ""'die"", ""'murder""]"
03797.txt,"[""'explosion"", ""'threat""]"
00770.txt,"[""'military"", ""'strategic""]"
03992.txt,"[""'war""]"
02234.txt,"[""'land""]"
04404.txt,"[""'war""]"
03314.txt,"[""'land""]"
04266.txt,"[""'mission""]"
00428.txt,"[""'captive""]"
01034.txt,"[""'land""]"
03170.txt,"[""'mines"", ""'mines""]"
00868.txt,"[""'military""]"
03799.txt,"[""'kill"", ""'murder"", ""'suspect"", ""'threaten"", ""'violence""]"
00701.txt,"[""'secret"", ""'security""]"
00317.txt,"[""'destroy"", ""'land"", ""'military"", ""'war""]"
01180.txt,"[""'attack"", ""'violence""]"
01456.txt,"[""'land"", ""'security"", ""'strategy"", ""'tactics"", ""'war""]"
03194.txt,"[""'casualties"", ""'strategy""]"
03157.txt,"[""'machine""]"
00203.txt,"[""'strategy""]"
01248.txt,"[""'bomb"", ""'destruction"", ""'explosion"", ""'target"", ""'terrorism"", ""'terrorist"", ""'war""]"
01404.txt,"[""'strategic""]"
03348.txt,"[""'war""]"
00328.txt,"[""'target""]"
01985.txt,"[""'secret""]"
00201.txt,"[""'death"", ""'military"", ""'security"", ""'strategy"", ""'target"", ""'threat"", ""'weapons""]"
03530.txt,"[""'savage""]"
04187.txt,"[""'threat""]"
02128.txt,"[""'attack"", ""'disease""]"
02097.txt,"[""'mines"", ""'mines""]"
02874.txt,"[""'assassin"", ""'kill"", ""'violence"", ""'war""]"
04447.txt,"[""'investigate""]"
00251.txt,"[""'death"", ""'die"", ""'disaster"", ""'disease"", ""'military""]"
02645.txt,"[""'attack"", ""'death"", ""'notorious"", ""'seize"", ""'war""]"
03190.txt,"[""'invasion"", ""'mission"", ""'threat""]"
01740.txt,"[""'anguish"", ""'death"", ""'destruction"", ""'proliferation"", ""'secret"", ""'threaten""]"
