file,values
03892.txt,"[""'land"", ""'military"", ""'sabotage"", ""'secret"", ""'security""]"
04472.txt,"[""'fight"", ""'genocide"", ""'military"", ""'security"", ""'violence"", ""'war""]"
00739.txt,"[""'attack"", ""'coalition"", ""'defiant"", ""'destroy"", ""'fight"", ""'fighter"", ""'military"", ""'missile"", ""'mission"", ""'strategic"", ""'strategy"", ""'tank"", ""'terrorist"", ""'violence"", ""'war"", ""'warplane""]"
01430.txt,"[""'death"", ""'overthrow"", ""'tactics"", ""'terrorism"", ""'violence""]"
01349.txt,"[""'brutal"", ""'dead"", ""'death"", ""'disease"", ""'invasion"", ""'military"", ""'radical"", ""'rebel"", ""'violence"", ""'war""]"
03539.txt,"[""'dead"", ""'kill"", ""'menace"", ""'outbreak"", ""'siege"", ""'war""]"
00182.txt,"[""'bomb"", ""'disaster"", ""'explosion"", ""'explosive"", ""'injuries"", ""'missile"", ""'tank"", ""'wreckage""]"
03350.txt,"[""'dead"", ""'death"", ""'military"", ""'rebel"", ""'suffering"", ""'war""]"
02354.txt,"[""'attack"", ""'fight"", ""'bombs"", ""'hostile"", ""'military"", ""'mission"", ""'rage"", ""'security"", ""'threat"", ""'war""]"
03040.txt,"[""'attack"", ""'bioterrorism"", ""'disease"", ""'tactics"", ""'target"", ""'weapons""]"
03654.txt,"[""'breach"", ""'coalition"", ""'military"", ""'strategic"", ""'strategy"", ""'war""]"
03601.txt,"[""'fight"", ""'land"", ""'mission"", ""'strategy"", ""'tank""]"
02645.txt,"[""'attack"", ""'death"", ""'notorious"", ""'seize"", ""'war""]"
04215.txt,"[""'bomb"", ""'deadly"", ""'disaster"", ""'explosion"", ""'explosive"", ""'missile"", ""'wreckage""]"
02467.txt,"[""'attack"", ""'death"", ""'die"", ""'disease"", ""'mission"", ""'notorious"", ""'radical""]"
03739.txt,"[""'bomb"", ""'deadly"", ""'explosion"", ""'missile"", ""'wreckage""]"
03229.txt,"[""'bomb"", ""'disaster"", ""'bombs"", ""'guns"", ""'guns"", ""'security"", ""'terrorism"", ""'threat""]"
00247.txt,"[""'death"", ""'injuries"", ""'murder"", ""'weapon"", ""'weapons""]"
00280.txt,"[""'assault"", ""'attack"", ""'casualties"", ""'fight"", ""'land"", ""'military"", ""'overrun"", ""'rebel"", ""'security"", ""'war""]"
00454.txt,"[""'attack"", ""'bomb"", ""'disaster"", ""'explode"", ""'explosion"", ""'explosive"", ""'bombs"", ""'military"", ""'missile"", ""'tank""]"
02536.txt,"[""'attack"", ""'fight"", ""'notorious"", ""'rebellion"", ""'tactics"", ""'terror"", ""'war""]"
00895.txt,"[""'death"", ""'die"", ""'fatal"", ""'kill"", ""'murder"", ""'secrecy"", ""'secret"", ""'suffering""]"
01117.txt,"[""'attack"", ""'fight"", ""'military"", ""'secret"", ""'security"", ""'strategic"", ""'strategy"", ""'war""]"
00389.txt,"[""'capture"", ""'coalition"", ""'military"", ""'strategy"", ""'threat""]"
03898.txt,"[""'bombardment"", ""'casualties"", ""'explosive"", ""'injuries"", ""'siege"", ""'suffering"", ""'surrender""]"
00213.txt,"[""'assault"", ""'capture"", ""'destroy"", ""'fight"", ""'fighter"", ""'flee"", ""'guns"", ""'kill"", ""'land"", ""'guns"", ""'rocket"", ""'savage"", ""'security"", ""'suffering"", ""'war""]"
03292.txt,"[""'brutal"", ""'coalition"", ""'military"", ""'threat"", ""'war""]"
01653.txt,"[""'attack"", ""'casualties"", ""'dead"", ""'military"", ""'rebel"", ""'security"", ""'war"", ""'weapons""]"
03360.txt,"[""'trap"", ""'coalition"", ""'disease"", ""'fight"", ""'target""]"
02106.txt,"[""'attack"", ""'explosion"", ""'machine"", ""'military"", ""'vicious"", ""'war""]"
01288.txt,"[""'assault"", ""'attack"", ""'injuries"", ""'military"", ""'radical"", ""'terrorist"", ""'violence"", ""'weapon""]"
02251.txt,"[""'deadly"", ""'death"", ""'fight"", ""'injuries"", ""'rocket"", ""'strategy"", ""'tactics"", ""'tragic""]"
00572.txt,"[""'rebel"", ""'strategy"", ""'terrorist"", ""'violence"", ""'weapons""]"
02961.txt,"[""'bomb"", ""'conspiracy"", ""'death"", ""'destruction"", ""'detonate"", ""'explosive"", ""'fight"", ""'terror"", ""'terrorism"", ""'terrorist""]"
02352.txt,"[""'death"", ""'machine"", ""'security"", ""'strategic"", ""'tank"", ""'war""]"
02286.txt,"[""'dead"", ""'die"", ""'investigate"", ""'machine"", ""'military"", ""'strategy""]"
00251.txt,"[""'death"", ""'die"", ""'disaster"", ""'disease"", ""'military""]"
00790.txt,"[""'attack"", ""'explosion"", ""'security"", ""'terrorist"", ""'wreckage""]"
03380.txt,"[""'military"", ""'rebel"", ""'security"", ""'strategic"", ""'strategy"", ""'war""]"
00750.txt,"[""'assault"", ""'disaster"", ""'land"", ""'radical"", ""'threat"", ""'weapons""]"
02047.txt,"[""'casualties"", ""'coalition"", ""'mortars"", ""'overthrow"", ""'rebel"", ""'weapons""]"
04444.txt,"[""'die"", ""'explosion"", ""'security"", ""'tactics"", ""'target"", ""'violence""]"
03055.txt,"[""'attack"", ""'fight"", ""'military"", ""'rebel"", ""'security""]"
03839.txt,"[""'dead"", ""'deadly"", ""'death"", ""'invasion"", ""'kill"", ""'military"", ""'violence""]"
02056.txt,"[""'disaster"", ""'explosive"", ""'holocaust"", ""'secrecy"", ""'strategic"", ""'suffering"", ""'tactics"", ""'war"", ""'weapons""]"
01419.txt,"[""'casualties"", ""'military"", ""'rebel"", ""'security"", ""'war""]"
02521.txt,"[""'destruction"", ""'guns"", ""'hostility"", ""'guns"", ""'military"", ""'mortars"", ""'radiation"", ""'reconnaissance"", ""'secret"", ""'security"", ""'strategic"", ""'terrorism"", ""'terrorist"", ""'threat"", ""'weapon"", ""'weapons""]"
00201.txt,"[""'death"", ""'military"", ""'security"", ""'strategy"", ""'target"", ""'threat"", ""'weapons""]"
01665.txt,"[""'captive"", ""'death"", ""'fatal"", ""'injuries"", ""'security""]"
01161.txt,"[""'attack"", ""'dead"", ""'death"", ""'destroy"", ""'genocide"", ""'guns"", ""'kill"", ""'guns"", ""'mayhem"", ""'military"", ""'rebel"", ""'war""]"
03241.txt,"[""'invasion"", ""'land"", ""'militant"", ""'military"", ""'security"", ""'strategy""]"
02310.txt,"[""'hostile"", ""'satellite"", ""'strategic"", ""'strategy"", ""'target""]"
00668.txt,"[""'disastrous"", ""'execute"", ""'mission"", ""'radical"", ""'strategy""]"
00594.txt,"[""'die"", ""'disastrous"", ""'military"", ""'rebel"", ""'security"", ""'war""]"
00197.txt,"[""'assault"", ""'attack"", ""'bomb"", ""'coalition"", ""'deadly"", ""'death"", ""'destruction"", ""'explode"", ""'fight"", ""'bombs"", ""'guns"", ""'kill"", ""'land"", ""'guns"", ""'military"", ""'missile"", ""'security"", ""'strategy"", ""'terror"", ""'terrorism"", ""'threat"", ""'violence"", ""'war"", ""'weapons""]"
00206.txt,"[""'disaster"", ""'fighter"", ""'military"", ""'provocation"", ""'reconnaissance"", ""'security"", ""'tank"", ""'war""]"
01457.txt,"[""'fatal"", ""'fighter"", ""'military"", ""'mission"", ""'war"", ""'warplane""]"
00775.txt,"[""'chaos"", ""'disaster"", ""'mission"", ""'security"", ""'strategy"", ""'war""]"
00474.txt,"[""'guns"", ""'land"", ""'guns"", ""'war"", ""'weapons""]"
03805.txt,"[""'disease"", ""'guns"", ""'land"", ""'guns"", ""'murder""]"
00293.txt,"[""'fight"", ""'infantry"", ""'missile"", ""'security"", ""'war""]"
02177.txt,"[""'attack"", ""'warfare"", ""'submarine"", ""'war"", ""'weapons""]"
03496.txt,"[""'assault"", ""'disaster"", ""'fight"", ""'strategy"", ""'war"", ""'weapons""]"
