file,values
03229.txt,"[""'bomb"", ""'disaster"", ""'bombs"", ""'guns"", ""'guns"", ""'security"", ""'terrorism"", ""'threat""]"
00247.txt,"[""'death"", ""'injuries"", ""'murder"", ""'weapon"", ""'weapons""]"
00941.txt,"[""'chaos"", ""'conspiracy"", ""'hostile"", ""'security""]"
00280.txt,"[""'assault"", ""'attack"", ""'casualties"", ""'fight"", ""'land"", ""'military"", ""'overrun"", ""'rebel"", ""'security"", ""'war""]"
00196.txt,"[""'assault"", ""'attack"", ""'strategy""]"
00227.txt,"[""'land"", ""'secret"", ""'wreckage""]"
02559.txt,"[""'land"", ""'machine"", ""'radical"", ""'strategic""]"
01117.txt,"[""'attack"", ""'fight"", ""'military"", ""'secret"", ""'security"", ""'strategic"", ""'strategy"", ""'war""]"
02665.txt,"[""'fight"", ""'investigate"", ""'suffering""]"
02329.txt,"[""'investigations"", ""'secrecy"", ""'secret"", ""'threat""]"
00594.txt,"[""'die"", ""'disastrous"", ""'military"", ""'rebel"", ""'security"", ""'war""]"
03292.txt,"[""'brutal"", ""'coalition"", ""'military"", ""'threat"", ""'war""]"
01653.txt,"[""'attack"", ""'casualties"", ""'dead"", ""'military"", ""'rebel"", ""'security"", ""'war"", ""'weapons""]"
00889.txt,"[""'explosion"", ""'fight"", ""'investigations""]"
00827.txt,"[""'dead"", ""'death"", ""'destruction"", ""'land"", ""'military""]"
00206.txt,"[""'disaster"", ""'fighter"", ""'military"", ""'provocation"", ""'reconnaissance"", ""'security"", ""'tank"", ""'war""]"
02352.txt,"[""'death"", ""'machine"", ""'security"", ""'strategic"", ""'tank"", ""'war""]"
00389.txt,"[""'capture"", ""'coalition"", ""'military"", ""'strategy"", ""'threat""]"
00790.txt,"[""'attack"", ""'explosion"", ""'security"", ""'terrorist"", ""'wreckage""]"
01018.txt,"[""'radical"", ""'strategist"", ""'strategy""]"
02862.txt,"[""'military"", ""'satellite"", ""'strategy""]"
04066.txt,"[""'conspiracy"", ""'execute"", ""'war""]"
01138.txt,"[""'mission"", ""'security"", ""'war""]"
00213.txt,"[""'assault"", ""'capture"", ""'destroy"", ""'fight"", ""'fighter"", ""'flee"", ""'guns"", ""'kill"", ""'land"", ""'guns"", ""'rocket"", ""'savage"", ""'security"", ""'suffering"", ""'war""]"
02635.txt,"[""'chaos"", ""'explosive"", ""'fight"", ""'strategist""]"
02038.txt,"[""'explosion"", ""'mayhem"", ""'threaten""]"
00109.txt,"[""'death"", ""'military"", ""'rebel"", ""'security"", ""'tank"", ""'war""]"
02479.txt,"[""'assault"", ""'attack"", ""'escape""]"
01976.txt,"[""'attack"", ""'bomb"", ""'disaster"", ""'explode"", ""'explosion"", ""'investigations"", ""'military"", ""'missile"", ""'security"", ""'terrorism"", ""'terrorist"", ""'wreckage""]"
01980.txt,"[""'massacre"", ""'mission"", ""'security""]"
01875.txt,"[""'dead"", ""'disease"", ""'slaughter""]"
03542.txt,"[""'escape"", ""'machine"", ""'mayhem"", ""'strategy"", ""'tank""]"
00276.txt,"[""'disaster"", ""'evacuate"", ""'satellite""]"
01476.txt,"[""'conspiracy"", ""'military"", ""'mission"", ""'security""]"
00237.txt,"[""'trap"", ""'investigate"", ""'investigations"", ""'security"", ""'target""]"
01236.txt,"[""'ambush"", ""'death"", ""'guns"", ""'invasion"", ""'guns"", ""'militant"", ""'military"", ""'secret""]"
04299.txt,"[""'aggressor"", ""'military"", ""'missile"", ""'outbreak"", ""'secret"", ""'security"", ""'strategic"", ""'terrorism"", ""'terrorist"", ""'war"", ""'weapons""]"
02447.txt,"[""'assault"", ""'attack"", ""'casualties"", ""'dead"", ""'death"", ""'destroy"", ""'military"", ""'rebel"", ""'retaliation"", ""'revenge""]"
01610.txt,"[""'military"", ""'security"", ""'strategic"", ""'war"", ""'weapons""]"
01766.txt,"[""'coalition"", ""'deadly"", ""'death"", ""'disaster"", ""'explosion"", ""'guided"", ""'hostility"", ""'massacre"", ""'military"", ""'missile"", ""'rebel"", ""'retaliation"", ""'revenge"", ""'seize"", ""'suffering"", ""'violence"", ""'war"", ""'weapons""]"
03918.txt,"[""'explosion"", ""'strategy"", ""'terrorism""]"
00142.txt,"[""'land"", ""'mission"", ""'retribution"", ""'surrender"", ""'tank"", ""'war""]"
00544.txt,"[""'assault"", ""'attack"", ""'fight""]"
03978.txt,"[""'investigate"", ""'security"", ""'strategy"", ""'threat""]"
00445.txt,"[""'attack"", ""'bomb"", ""'fight"", ""'target""]"
01383.txt,"[""'military"", ""'security"", ""'tank"", ""'war""]"
03781.txt,"[""'dead"", ""'death"", ""'investigate"", ""'investigations"", ""'target""]"
00782.txt,"[""'casualties"", ""'military"", ""'mission"", ""'rebel"", ""'security"", ""'violence"", ""'war""]"
03727.txt,"[""'aggression"", ""'attack"", ""'casualties"", ""'fighter"", ""'invasion"", ""'land"", ""'military"", ""'rebellion"", ""'tank"", ""'war""]"
02047.txt,"[""'casualties"", ""'coalition"", ""'mortars"", ""'overthrow"", ""'rebel"", ""'weapons""]"
02943.txt,"[""'attack"", ""'coalition"", ""'death"", ""'security""]"
02190.txt,"[""'fight"", ""'land"", ""'war""]"
03330.txt,"[""'deadly"", ""'guided"", ""'terrorist"", ""'wreckage""]"
00270.txt,"[""'military"", ""'retaliation"", ""'slaughter"", ""'violence""]"
03683.txt,"[""'dead"", ""'machine"", ""'strategist""]"
03745.txt,"[""'escape"", ""'security"", ""'strategy"", ""'suffering""]"
00139.txt,"[""'dead"", ""'death"", ""'fight"", ""'investigations"", ""'secret"", ""'target"", ""'war""]"
03757.txt,"[""'missile"", ""'security"", ""'weapon""]"
02472.txt,"[""'land"", ""'savage"", ""'target""]"
04015.txt,"[""'strategy"", ""'target"", ""'threaten""]"
01683.txt,"[""'land"", ""'mines"", ""'mines"", ""'strategic""]"
00581.txt,"[""'land"", ""'secret"", ""'war""]"
00412.txt,"[""'radical"", ""'suffering"", ""'threat""]"
02314.txt,"[""'chaos"", ""'die"", ""'vociferous""]"
01605.txt,"[""'destroy"", ""'fugitive"", ""'proliferation""]"
03859.txt,"[""'attack"", ""'militia"", ""'strategist"", ""'war""]"
04204.txt,"[""'flee"", ""'machine"", ""'overrun"", ""'secret""]"
00146.txt,"[""'coalition"", ""'strategic"", ""'strategy""]"
02317.txt,"[""'assault"", ""'attack"", ""'brutality"", ""'military"", ""'missile"", ""'retaliation"", ""'terror"", ""'violence"", ""'war""]"
03389.txt,"[""'fight"", ""'fighter"", ""'target"", ""'vendetta""]"
03061.txt,"[""'dead"", ""'rebel"", ""'strategy""]"
03275.txt,"[""'trap"", ""'hostile"", ""'seize"", ""'strategy""]"
00356.txt,"[""'mission"", ""'radical"", ""'war""]"
03156.txt,"[""'attack"", ""'disease"", ""'fatal"", ""'injuries"", ""'radiation"", ""'war""]"
00572.txt,"[""'rebel"", ""'strategy"", ""'terrorist"", ""'violence"", ""'weapons""]"
02621.txt,"[""'assault"", ""'fight"", ""'strategy""]"
00591.txt,"[""'attack"", ""'chaos"", ""'fight"", ""'military"", ""'radical"", ""'security"", ""'war""]"
03619.txt,"[""'attack"", ""'defiant"", ""'execution"", ""'invasion"", ""'military"", ""'missile"", ""'security"", ""'strategic"", ""'threat"", ""'war""]"
01354.txt,"[""'attack"", ""'military"", ""'missile"", ""'security"", ""'strategist""]"
03336.txt,"[""'bombs"", ""'hostile"", ""'militant""]"
01244.txt,"[""'attack"", ""'death"", ""'disease"", ""'seize""]"
04196.txt,"[""'conspiracy"", ""'murder"", ""'strategy""]"
04245.txt,"[""'attack"", ""'casualties"", ""'military"", ""'rebel"", ""'security"", ""'war"", ""'weapons""]"
02245.txt,"[""'kidnap"", ""'security"", ""'target""]"
03126.txt,"[""'bomb"", ""'investigate"", ""'investigations"", ""'mission"", ""'tactics""]"
00748.txt,"[""'death"", ""'secrecy"", ""'suspect"", ""'tragic""]"
02182.txt,"[""'attack"", ""'captive"", ""'death"", ""'insurgent"", ""'land"", ""'rebel"", ""'security"", ""'violence""]"
00130.txt,"[""'disaster"", ""'explode"", ""'rocket"", ""'satellite""]"
02124.txt,"[""'death"", ""'die"", ""'disease"", ""'radiation"", ""'security""]"
04382.txt,"[""'assassinate"", ""'disaster"", ""'guided"", ""'investigate"", ""'kill"", ""'mission"", ""'proliferation"", ""'security"", ""'terrorism"", ""'terrorist"", ""'weapons""]"
02085.txt,"[""'attack"", ""'missile"", ""'retaliation""]"
03320.txt,"[""'coalition"", ""'military"", ""'secret"", ""'spy"", ""'spy"", ""'satellite"", ""'strategist"", ""'strategy"", ""'war"", ""'weapon""]"
02620.txt,"[""'death"", ""'die"", ""'disease""]"
00029.txt,"[""'attack"", ""'capture"", ""'coalition"", ""'mission""]"
03405.txt,"[""'attack"", ""'guns"", ""'investigate"", ""'guns"", ""'terrorist""]"
01275.txt,"[""'defiant"", ""'disastrous"", ""'land"", ""'radical"", ""'sabotage"", ""'seize"", ""'satellite""]"
03539.txt,"[""'dead"", ""'kill"", ""'menace"", ""'outbreak"", ""'siege"", ""'war""]"
02441.txt,"[""'proliferation"", ""'strategic"", ""'vociferous""]"
01524.txt,"[""'capture"", ""'investigate"", ""'secret"", ""'strategy""]"
02395.txt,"[""'military"", ""'radical"", ""'weapons""]"
04035.txt,"[""'attack"", ""'bomb"", ""'security"", ""'spy"", ""'spy"", ""'terrorism"", ""'terrorist"", ""'war""]"
01780.txt,"[""'assault"", ""'deadly"", ""'fight"", ""'guns"", ""'land"", ""'guns"", ""'strategy"", ""'weapons""]"
00821.txt,"[""'military"", ""'terrorist"", ""'weapons""]"
04394.txt,"[""'coalition"", ""'flee"", ""'mission""]"
00465.txt,"[""'bomb"", ""'security"", ""'violence"", ""'war""]"
00341.txt,"[""'explosion"", ""'strategy"", ""'target""]"
00423.txt,"[""'conspiracy"", ""'death"", ""'investigations"", ""'security"", ""'threat"", ""'war""]"
00400.txt,"[""'dead"", ""'rebel"", ""'strategy""]"
01776.txt,"[""'capture"", ""'dead"", ""'land"", ""'military"", ""'tank"", ""'war""]"
00383.txt,"[""'attack"", ""'security"", ""'terror""]"
03352.txt,"[""'destroy"", ""'kill"", ""'threat""]"
02205.txt,"[""'attack"", ""'coalition"", ""'destruction"", ""'warfare"", ""'hostile"", ""'military"", ""'missile"", ""'proliferation"", ""'security"", ""'strategic"", ""'threat"", ""'war"", ""'warheads"", ""'weapons""]"
03671.txt,"[""'capture"", ""'military"", ""'strategy"", ""'war""]"
03461.txt,"[""'coalition"", ""'strategic"", ""'strategy""]"
00318.txt,"[""'assault"", ""'attack"", ""'bomb"", ""'bombardment"", ""'trap"", ""'flee"", ""'kill"", ""'military"", ""'mortars"", ""'rebel"", ""'security"", ""'threat"", ""'war""]"
01201.txt,"[""'attack"", ""'dead"", ""'death"", ""'invasion"", ""'military"", ""'radical"", ""'secret"", ""'threat"", ""'war""]"
01734.txt,"[""'dead"", ""'destroy"", ""'radical""]"
00067.txt,"[""'military"", ""'mission"", ""'secret"", ""'war""]"
03086.txt,"[""'kill"", ""'military"", ""'strategic"", ""'threat""]"
03898.txt,"[""'bombardment"", ""'casualties"", ""'explosive"", ""'injuries"", ""'siege"", ""'suffering"", ""'surrender""]"
02328.txt,"[""'assault"", ""'attack"", ""'casualties"", ""'fighter"", ""'infantry"", ""'land"", ""'military"", ""'rebel"", ""'siege"", ""'war""]"
02148.txt,"[""'kill"", ""'outbreak"", ""'security"", ""'weapon""]"
00829.txt,"[""'fight"", ""'military"", ""'rebel"", ""'security"", ""'war""]"
01759.txt,"[""'coalition"", ""'fight"", ""'kill""]"
02639.txt,"[""'coalition"", ""'invasion"", ""'security"", ""'threat""]"
03064.txt,"[""'breach"", ""'dead"", ""'death""]"
03312.txt,"[""'military"", ""'security"", ""'war""]"
00803.txt,"[""'bomb"", ""'dead"", ""'bombs"", ""'mines"", ""'machine"", ""'mines""]"
03892.txt,"[""'land"", ""'military"", ""'sabotage"", ""'secret"", ""'security""]"
03937.txt,"[""'attack"", ""'coalition"", ""'death"", ""'security""]"
03000.txt,"[""'land"", ""'machine"", ""'target""]"
00358.txt,"[""'military"", ""'missile"", ""'proliferation"", ""'satellite""]"
03268.txt,"[""'annihilate"", ""'death"", ""'fight"", ""'strategist"", ""'target""]"
02450.txt,"[""'machine"", ""'military"", ""'secret"", ""'tactics""]"
01128.txt,"[""'bomb"", ""'dead"", ""'explosion"", ""'missile"", ""'sabotage"", ""'security"", ""'terrorism"", ""'terrorist"", ""'wreckage""]"
02146.txt,"[""'explode"", ""'fight"", ""'violence""]"
03458.txt,"[""'mission"", ""'strategy"", ""'war""]"
00094.txt,"[""'guided"", ""'vendetta"", ""'war""]"
02281.txt,"[""'die"", ""'rage"", ""'suffering"", ""'target""]"
02294.txt,"[""'attack"", ""'coalition"", ""'threat""]"
00337.txt,"[""'death"", ""'strategist"", ""'suspect"", ""'war""]"
00559.txt,"[""'attack"", ""'dead"", ""'explosion"", ""'military"", ""'rebel"", ""'rocket"", ""'security"", ""'war""]"
02875.txt,"[""'attack"", ""'disease"", ""'suffering"", ""'threat"", ""'war""]"
00542.txt,"[""'security"", ""'strategist"", ""'violence"", ""'weapons""]"
04420.txt,"[""'attack"", ""'secret"", ""'strategic"", ""'suspect"", ""'tactics"", ""'war""]"
00777.txt,"[""'assault"", ""'breach"", ""'death"", ""'disease"", ""'interrogation""]"
00233.txt,"[""'coalition"", ""'dead"", ""'invasion"", ""'military"", ""'missile"", ""'mission"", ""'strategic""]"
00984.txt,"[""'death"", ""'land"", ""'secret""]"
03895.txt,"[""'attack"", ""'bomb"", ""'bombs"", ""'military"", ""'terrorist"", ""'threat"", ""'weapon"", ""'weapons""]"
02348.txt,"[""'attack"", ""'coalition"", ""'death"", ""'disaster"", ""'disastrous"", ""'land"", ""'massacre"", ""'penetration"", ""'tactics"", ""'target"", ""'war""]"
02569.txt,"[""'dead"", ""'rebel"", ""'security"", ""'war"", ""'weapons""]"
01422.txt,"[""'death"", ""'kill"", ""'machine"", ""'mission""]"
01430.txt,"[""'death"", ""'overthrow"", ""'tactics"", ""'terrorism"", ""'violence""]"
03532.txt,"[""'security"", ""'violence"", ""'war""]"
03988.txt,"[""'disaster"", ""'explosion"", ""'military""]"
03350.txt,"[""'dead"", ""'death"", ""'military"", ""'rebel"", ""'suffering"", ""'war""]"
02650.txt,"[""'land"", ""'strategic"", ""'strategy"", ""'target""]"
00259.txt,"[""'guns"", ""'horrific"", ""'guns"", ""'mayhem"", ""'murder"", ""'surrender"", ""'violence"", ""'weapon"", ""'weapons""]"
01356.txt,"[""'devastation"", ""'evacuate"", ""'satellite"", ""'tank""]"
04270.txt,"[""'attack"", ""'military"", ""'weapons""]"
04429.txt,"[""'warfare"", ""'machine"", ""'military"", ""'strategic"", ""'strategy"", ""'threaten""]"
02634.txt,"[""'devastation"", ""'extremism"", ""'war""]"
04009.txt,"[""'death"", ""'notorious"", ""'strategy""]"
00148.txt,"[""'assault"", ""'casualties"", ""'death"", ""'military"", ""'strategic"", ""'war""]"
03360.txt,"[""'trap"", ""'coalition"", ""'disease"", ""'fight"", ""'target""]"
03780.txt,"[""'horrific"", ""'strategic"", ""'strategy"", ""'target""]"
01288.txt,"[""'assault"", ""'attack"", ""'injuries"", ""'military"", ""'radical"", ""'terrorist"", ""'violence"", ""'weapon""]"
00977.txt,"[""'assault"", ""'attack"", ""'guns"", ""'guns"", ""'threaten"", ""'violence"", ""'weapons""]"
02961.txt,"[""'bomb"", ""'conspiracy"", ""'death"", ""'destruction"", ""'detonate"", ""'explosive"", ""'fight"", ""'terror"", ""'terrorism"", ""'terrorist""]"
01046.txt,"[""'dead"", ""'investigate"", ""'military"", ""'security""]"
01943.txt,"[""'mines"", ""'mines"", ""'threat""]"
01902.txt,"[""'military"", ""'murder"", ""'security""]"
01958.txt,"[""'fight"", ""'strategic"", ""'target""]"
03551.txt,"[""'strategy"", ""'vendetta"", ""'war""]"
00750.txt,"[""'assault"", ""'disaster"", ""'land"", ""'radical"", ""'threat"", ""'weapons""]"
01601.txt,"[""'secret"", ""'strategy"", ""'vitriol""]"
00106.txt,"[""'investigate"", ""'investigations"", ""'secret""]"
02242.txt,"[""'deadly"", ""'hostility"", ""'land"", ""'security"", ""'war""]"
02658.txt,"[""'escape"", ""'investigate"", ""'radiation""]"
00347.txt,"[""'invasion"", ""'massacre"", ""'military"", ""'security"", ""'violence""]"
00775.txt,"[""'chaos"", ""'disaster"", ""'mission"", ""'security"", ""'strategy"", ""'war""]"
00316.txt,"[""'fight"", ""'strategist"", ""'strategy"", ""'suspect""]"
01161.txt,"[""'attack"", ""'dead"", ""'death"", ""'destroy"", ""'genocide"", ""'guns"", ""'kill"", ""'guns"", ""'mayhem"", ""'military"", ""'rebel"", ""'war""]"
02145.txt,"[""'attack"", ""'coalition"", ""'invasion"", ""'military"", ""'retaliation"", ""'security"", ""'slaughter"", ""'threat"", ""'war""]"
02537.txt,"[""'strategic"", ""'suffering"", ""'suspect""]"
04020.txt,"[""'death"", ""'die"", ""'strategy""]"
01457.txt,"[""'fatal"", ""'fighter"", ""'military"", ""'mission"", ""'war"", ""'warplane""]"
03381.txt,"[""'satellite"", ""'strategic"", ""'target""]"
03241.txt,"[""'invasion"", ""'land"", ""'militant"", ""'military"", ""'security"", ""'strategy""]"
02177.txt,"[""'attack"", ""'warfare"", ""'submarine"", ""'war"", ""'weapons""]"
02588.txt,"[""'assault"", ""'dead"", ""'fight"", ""'guided"", ""'radical"", ""'strategic"", ""'strategist"", ""'strategy"", ""'target"", ""'violence"", ""'weapon"", ""'weapons""]"
01087.txt,"[""'attack"", ""'coalition"", ""'military"", ""'security"", ""'strategist"", ""'target"", ""'war""]"
01194.txt,"[""'attack"", ""'bombardment"", ""'military"", ""'rebel"", ""'security"", ""'war""]"
04111.txt,"[""'military"", ""'missile"", ""'rage""]"
02326.txt,"[""'execution"", ""'hostile"", ""'strategic""]"
01652.txt,"[""'invasion"", ""'retaliation"", ""'weapon""]"
04227.txt,"[""'disease"", ""'war"", ""'weapons""]"
02572.txt,"[""'assault"", ""'death"", ""'die"", ""'disease"", ""'fight"", ""'injuries"", ""'kill"", ""'war"", ""'weapons""]"
03274.txt,"[""'guns"", ""'machine"", ""'guns"", ""'military"", ""'mortars"", ""'rebel"", ""'security"", ""'war""]"
03044.txt,"[""'deadly"", ""'execute"", ""'mission""]"
04092.txt,"[""'horrific"", ""'strategy"", ""'target""]"
02029.txt,"[""'death"", ""'revenge"", ""'tragic"", ""'war""]"
03632.txt,"[""'assault"", ""'disastrous"", ""'fight"", ""'guns"", ""'guns"", ""'weapon"", ""'weapons""]"
00548.txt,"[""'attack"", ""'death"", ""'disease"", ""'fatal"", ""'suffering""]"
00009.txt,"[""'dead"", ""'destroy"", ""'radical"", ""'savage""]"
03410.txt,"[""'assault"", ""'deadly"", ""'death"", ""'die"", ""'explode"", ""'fight"", ""'guns"", ""'land"", ""'guns"", ""'strategy"", ""'weapons""]"
01503.txt,"[""'fighter"", ""'land"", ""'military"", ""'rebellion"", ""'retaliation"", ""'security"", ""'war""]"
02051.txt,"[""'coalition"", ""'destroy"", ""'tank""]"
02253.txt,"[""'die"", ""'security"", ""'surrender""]"
02383.txt,"[""'attack"", ""'conspire"", ""'death"", ""'escape"", ""'injuries"", ""'terror""]"
04305.txt,"[""'attack"", ""'kill"", ""'militant"", ""'slaughter""]"
02549.txt,"[""'fight"", ""'injuries"", ""'machine"", ""'outbreak"", ""'violence""]"
01853.txt,"[""'fight"", ""'security"", ""'strategist"", ""'war"", ""'weapons""]"
01033.txt,"[""'invasion"", ""'land"", ""'strategy""]"
01779.txt,"[""'attack"", ""'coalition"", ""'invasion"", ""'war""]"
01027.txt,"[""'death"", ""'military"", ""'retribution""]"
02499.txt,"[""'destroy"", ""'die"", ""'war""]"
01848.txt,"[""'die"", ""'mission"", ""'security"", ""'threat""]"
02671.txt,"[""'attack"", ""'casualties"", ""'dead"", ""'flee"", ""'military"", ""'rebel"", ""'security""]"
04432.txt,"[""'attack"", ""'death"", ""'machine"", ""'suspect"", ""'tactics""]"
03849.txt,"[""'dead"", ""'grenade"", ""'land""]"
00129.txt,"[""'secrecy"", ""'terror"", ""'threat""]"
03684.txt,"[""'destroy"", ""'destruction"", ""'target"", ""'threat"", ""'violence""]"
03357.txt,"[""'coalition"", ""'death"", ""'die"", ""'fight"", ""'kill"", ""'murder"", ""'secret"", ""'suffering""]"
03053.txt,"[""'death"", ""'fight"", ""'vendetta"", ""'war""]"
01095.txt,"[""'disaster"", ""'satellite"", ""'strategic"", ""'strategy""]"
03325.txt,"[""'mission"", ""'security"", ""'strategy"", ""'violence""]"
01872.txt,"[""'assassinate"", ""'dead"", ""'guns"", ""'kill"", ""'guns"", ""'military"", ""'murder"", ""'secret""]"
04260.txt,"[""'land"", ""'military"", ""'strategy"", ""'terror""]"
03590.txt,"[""'coalition"", ""'death"", ""'kill"", ""'maim""]"
00732.txt,"[""'disastrous"", ""'strategist"", ""'war""]"
01116.txt,"[""'dead"", ""'security"", ""'war""]"
02516.txt,"[""'deadly"", ""'disaster"", ""'land""]"
04068.txt,"[""'attack"", ""'strategy"", ""'target"", ""'war""]"
00177.txt,"[""'deadly"", ""'death"", ""'fatal""]"
00073.txt,"[""'casualties"", ""'dead"", ""'military"", ""'mission"", ""'rebel"", ""'security"", ""'war""]"
02160.txt,"[""'assault"", ""'death"", ""'explosive"", ""'fight"", ""'military"", ""'security"", ""'target""]"
01311.txt,"[""'machine"", ""'violence"", ""'war""]"
01155.txt,"[""'death"", ""'military"", ""'security"", ""'strategy"", ""'threat""]"
03322.txt,"[""'attack"", ""'invasion"", ""'military"", ""'missile"", ""'war""]"
04071.txt,"[""'attack"", ""'bomb"", ""'casualties"", ""'deadly"", ""'destruction"", ""'escape"", ""'explosion"", ""'explosive"", ""'kill"", ""'military"", ""'militia"", ""'missile"", ""'proliferation"", ""'security"", ""'spy"", ""'spy"", ""'target"", ""'terror"", ""'terrorism"", ""'terrorist"", ""'threat"", ""'war"", ""'weapon"", ""'weapons""]"
00209.txt,"[""'flee"", ""'land"", ""'security"", ""'war""]"
04005.txt,"[""'bomb"", ""'disaster"", ""'explosion"", ""'explosive"", ""'injuries"", ""'missile"", ""'tank"", ""'wreckage""]"
01814.txt,"[""'invasion"", ""'missile"", ""'security"", ""'war""]"
03816.txt,"[""'fight"", ""'rebel"", ""'threat""]"
03670.txt,"[""'suffering"", ""'threat"", ""'tragic"", ""'violence""]"
02780.txt,"[""'attack"", ""'missile"", ""'war""]"
00582.txt,"[""'attack"", ""'insurgent"", ""'military"", ""'security"", ""'threaten"", ""'weapons""]"
03630.txt,"[""'ravage"", ""'secret"", ""'security""]"
00281.txt,"[""'death"", ""'fight"", ""'investigations"", ""'kill"", ""'land""]"
00783.txt,"[""'secret"", ""'security"", ""'threat""]"
03006.txt,"[""'assault"", ""'capture"", ""'die"", ""'fight"", ""'strategy"", ""'target""]"
01023.txt,"[""'dead"", ""'death"", ""'disease"", ""'land"", ""'rocket"", ""'war""]"
00075.txt,"[""'coalition"", ""'die"", ""'fight""]"
01864.txt,"[""'capture"", ""'escape"", ""'military""]"
01764.txt,"[""'destroy"", ""'explosion"", ""'target""]"
00387.txt,"[""'destroy"", ""'military"", ""'overthrow"", ""'slaughter"", ""'terrorist"", ""'war""]"
01555.txt,"[""'brutal"", ""'notorious"", ""'strategy""]"
02246.txt,"[""'aggression"", ""'brutal"", ""'coalition"", ""'military"", ""'threat"", ""'war""]"
01031.txt,"[""'bomb"", ""'investigate"", ""'investigations"", ""'mission"", ""'tactics""]"
01221.txt,"[""'bomb"", ""'disaster"", ""'missile"", ""'strategy""]"
04283.txt,"[""'bomb"", ""'disaster"", ""'explosive"", ""'missile"", ""'sabotage"", ""'wreckage""]"
01431.txt,"[""'chaos"", ""'satellite"", ""'strategy""]"
01878.txt,"[""'chaos"", ""'investigations"", ""'radical"", ""'security"", ""'suspect""]"
01586.txt,"[""'investigations"", ""'land"", ""'security""]"
00982.txt,"[""'machine"", ""'rocket"", ""'secret""]"
00434.txt,"[""'coalition"", ""'dead"", ""'hostile"", ""'security"", ""'strategy"", ""'suffering"", ""'threat""]"
02165.txt,"[""'attack"", ""'chaos"", ""'die"", ""'disaster"", ""'massacre"", ""'security"", ""'war""]"
00929.txt,"[""'land"", ""'mission"", ""'spy"", ""'spy""]"
02979.txt,"[""'mines"", ""'mines"", ""'secret""]"
03089.txt,"[""'investigations"", ""'land"", ""'security""]"
03623.txt,"[""'hostile"", ""'strategy"", ""'target""]"
03667.txt,"[""'deadly"", ""'death"", ""'fight"", ""'land"", ""'military"", ""'murder"", ""'strategy"", ""'terrorism"", ""'terrorist"", ""'violence"", ""'weapons""]"
01137.txt,"[""'dead"", ""'fight"", ""'war""]"
00499.txt,"[""'military"", ""'security"", ""'weapons""]"
03754.txt,"[""'attack"", ""'coalition"", ""'disease"", ""'fatal"", ""'strategic""]"
04065.txt,"[""'death"", ""'machine"", ""'security"", ""'strategic"", ""'tank"", ""'war""]"
01617.txt,"[""'investigate"", ""'investigations"", ""'persecute"", ""'security""]"
01036.txt,"[""'death"", ""'disease"", ""'strategist""]"
02109.txt,"[""'explosion"", ""'land"", ""'military"", ""'mission"", ""'secret"", ""'security"", ""'wreckage""]"
02173.txt,"[""'coalition"", ""'land"", ""'satellite"", ""'strategic"", ""'violence""]"
03805.txt,"[""'disease"", ""'guns"", ""'land"", ""'guns"", ""'murder""]"
00947.txt,"[""'bomb"", ""'breach"", ""'guns"", ""'guns"", ""'security"", ""'suspect"", ""'terrorism"", ""'threat"", ""'weapons""]"
01750.txt,"[""'guns"", ""'machine"", ""'guns""]"
02785.txt,"[""'anarchy"", ""'attack"", ""'capture"", ""'death"", ""'destruction"", ""'fighter"", ""'invasion"", ""'land"", ""'military"", ""'provocation"", ""'rebellion"", ""'security"", ""'treachery"", ""'war""]"
04040.txt,"[""'disaster"", ""'escape"", ""'military"", ""'threat""]"
04172.txt,"[""'attack"", ""'security"", ""'tank""]"
00817.txt,"[""'fight"", ""'bombs"", ""'security"", ""'surrender""]"
01387.txt,"[""'dead"", ""'death"", ""'execution"", ""'military""]"
02304.txt,"[""'destroy"", ""'military"", ""'rebel"", ""'security"", ""'war"", ""'weapons""]"
02323.txt,"[""'coalition"", ""'malicious"", ""'military"", ""'murder""]"
00261.txt,"[""'attack"", ""'dead"", ""'destroy"", ""'fatal"", ""'war""]"
01869.txt,"[""'attack"", ""'conspiracy"", ""'die"", ""'investigate"", ""'military"", ""'security""]"
01565.txt,"[""'infantry"", ""'investigate"", ""'investigations"", ""'terrorism"", ""'terrorist"", ""'threat"", ""'wreckage""]"
02171.txt,"[""'assault"", ""'attack"", ""'dead"", ""'military"", ""'radical"", ""'rebel"", ""'secret"", ""'threat"", ""'war""]"
03543.txt,"[""'death"", ""'die"", ""'murder""]"
03746.txt,"[""'mission"", ""'terrorize"", ""'violence"", ""'war""]"
03254.txt,"[""'attack"", ""'dead"", ""'destruction"", ""'bombs"", ""'injuries"", ""'military"", ""'rebel"", ""'violence"", ""'war""]"
01743.txt,"[""'die"", ""'suffering"", ""'war""]"
00476.txt,"[""'land"", ""'strategic"", ""'tank""]"
03700.txt,"[""'fight"", ""'fighter"", ""'war""]"
04298.txt,"[""'flee"", ""'secret"", ""'security"", ""'tactics""]"
01896.txt,"[""'capture"", ""'radical"", ""'war""]"
00296.txt,"[""'coalition"", ""'military"", ""'mission"", ""'security""]"
00961.txt,"[""'explosion"", ""'fight"", ""'secrecy"", ""'vicious""]"
02130.txt,"[""'death"", ""'destroy"", ""'destruction"", ""'fight""]"
02015.txt,"[""'fight"", ""'mission"", ""'suspect""]"
00184.txt,"[""'bomb"", ""'security"", ""'terrorism"", ""'threat""]"
